,review_id,stmt_score
9618,6yjDW6BGk8PY54H0fTyBZA,-0.6953
9619,6yK-xuWRjhIDKQomlH-NRg,-0.6533
9620,6yKdN2cv0yVmH1dmSGDGiw,-0.8906
9621,6YLZfnYQkoq8eYoWaQKdJA,-0.8567
9622,6YmfZf8bxhpMqTyN0R09Bw,-0.9636
9623,6yM_dCYvBbSsC7Xj6xeNOg,-0.907
9624,6yPNOQreaTHGskyIuUEMkA,-0.3753
9625,6YtzuBBMX44Zfl5wM33cnQ,-0.9066
9626,6YUNPBxRfl07OEXruOZ2Ug,-0.4053
9627,6yvCdwcwn5-KK-Etldv4Bw,-0.5932
9628,6yWSyWsIX1XpyqjdWlmW9w,-0.8452
9629,6yX4BK0X1IF5yzm_vzWN2w,-0.7974
9630,6yXvSTCtp4HEz2BlSzsmZA,-0.7269
9631,6Yy36dEivazx4VarY_qKtg,-0.7854
9632,6YymxvA6NxTOf2NKp5cJSg,-0.7264
9633,6YzbNj1esE3D455bIDj-Mg,-0.7542
9634,6YZvZzquZx_b1xqmmuOEDQ,-0.7617
9635,6Y_qoaxfw0IpgkyKdonQnw,-0.2942
9636,6Z-CnmQ9rW8S3sCdxXTcTA,-0.9321
9637,6z1TwgHsE0OmCDOGd6kIOw,-0.3966
9638,6Z4UbceEsRjTcLFEBY5PbA,-0.2263
9639,6Z6lMyMV3GgvJvC4lpBkqA,-0.7678
9640,6z7xhGoSt8NW0IF1yhxOEA,-0.5106
9641,6zc-mPecyRjtXQtmh8-5Yg,-0.3779
9642,6ZczdY33ZQ3CuDFM2YU28A,-0.304
9643,6ZFdbCTDjBGXB5SQCiZBwQ,-0.8439
9644,6ZfqWWQrPXmgo2Oj3NQKPg,-0.811
9645,6zFrvSZn75WCKU7d0EnI5Q,-0.7003
9646,6zjYYwariQdW7uFe_qfoBA,-0.4343
9647,6zkVZ1LT9XcbvyZizHY8mQ,-0.8677
9648,6Zl-M8gUiBq-ag1CNDfO_Q,-0.09
9649,6zMGnm_iWtlv0umK-e-SNg,-0.9559
9650,6ZMMDdy5eV-wd2j1dvhY8Q,-0.575
9651,6zmv3DsORs-FUrc8D6bWzQ,-0.9142
9652,6Zohj_VcTBa8_wtmU-Ejgg,-0.5413
9653,6ZRLcTsPndXY6g6scO5WCg,-0.7307
9654,6ZrrHr17AlpiV5OGYP_hFQ,-0.5142
9655,6zsFNYbPC8QO9of7U02O-A,-0.9379
9656,6ztP_MUXjDnhcuMU5p8nGg,-0.8893
9657,6ztSHehLNxMSjk22clWW2g,-0.7964
9658,6zUzbW8gGUUXLJvaNjAbmw,-0.7472
9659,6Zvt5T1mAg8Vihz6rYl0rA,-0.423
9660,6zWatbl8FduaeFzHumyb9g,-0.113
9661,6ZX1p4CVN8OzFjhlt-Tmiw,-0.6808
9662,6ZXCcAhuKqzdaoz9uIIOpQ,-0.5848
9663,6ZXSXJB3LQ3YQKVFJIw8Pg,-0.8696
9664,6ZXyGvqhH2vWWa4dkSx-eA,-0.4576
9665,6Zx_b7S64AdEfM5DiehdcQ,-0.7757
9666,6zyfPM9UIEjFn_vwcsQ6sw,-0.3773
9667,6ZyXsGCdoH4p6B7f0PyNPg,-0.1889
9668,6ZZ8YokN2tNru0ft7UDfOA,-0.4257
9669,6zZaivNBAVg0qdChHRNVEQ,-0.6201
9670,6Z_DS5ASsm_3serkyZbjGA,-0.177
9671,6_-B5KbQQJ-N9aL9o_BiAA,-0.296
9672,6_2yXLYdFiM1K3oJJ58d2A,-0.0516
9673,6_3dYZM7NZBhc1zvAaI6hg,-0.7876
9674,6_8A1CHZidxrY2yNEyp1LQ,-0.899
9675,6_awrsoU3q7lg29Jt3_7Uw,-0.3071
9676,6_CcAdPezfP2ml0OboH2HQ,-0.8608
9677,6_cSw1PDDTsZlGYkDlOhsA,-0.8838
9678,6_D2JPu3AA-pm1Mw1y-unQ,-0.6124
9679,6_dDrglW2VRaxZXD_8okjw,-0.0489
9680,6_dS4iFhoWBI7TfNnG5u6Q,-0.7569
9681,6_fsQaY0NaP-QMqbEg10Fw,-0.2247
9682,6_GvYXb1WcmKdkwfoy4mYg,-0.0058
9683,6_iPbtCJEXxY_Bw4l4jiRw,-0.8468
9684,6_kExaaGccm_KtLEJ4OEBA,-0.6239
9685,6_l2D_R_DI042eDe6M4MIg,-0.5574
9686,6_NzLy2jXSp-AGZ5A7LN9w,-0.5751
9687,6_OWdFK1k82-93zem7WrEw,-0.5966
9688,6_qDt4uGIOAuvG5J3IVSag,-0.296
9689,6_rFtSPPaD1-b0L9gx9wxw,-0.5517
9690,6_wW3cMcS_Mit54LZm2B2g,-0.7178
9691,6_yHvb-MelVauC-cl05aSA,-0.8656
9692,6_YqwmysPUgVPy7WfmspbA,-0.9249
9693,6_zg0hmUN6icLpWQixWgRA,-0.5955
9694,6_Zn0cl_dqryHR1RTLw9pA,-0.7058
9695,7-027_-fJ_9UvB18kucmyw,-0.624
9696,7-06Plm02R4VPPc3b8j2CQ,-0.12
9697,7-1rswu4TQ2ZX0rFtPti5w,-0.6728
9698,7-6PH62u_3UYdadYrkDP_g,-0.699
9699,7-a-EzhNHEqh7KXB8b2aGw,-0.3891
9700,7-cCNiZArNeakBnQok3g2A,-0.1267
9701,7-lGOetgoBfn4ztMVZPuFA,-0.4702
9702,7-lJdjuVzFHOwLYllcHzRg,-0.9849
9703,7-ouC-hctFjNIQQUyTDg4A,-0.7579
9704,7-Qkqr458KeLg4KznROP2w,-0.0644
9705,7-qQduPcrzVWPZX2c1m-Zw,-0.8689
9706,7-RlR4KIZf8_6AcUerpg_A,-0.43
9707,703ikwMfKQpjISzKicltaA,-0.6705
9708,709K_n66lJ-V2BCgYjAcXw,-0.9339
9709,70C3hIxfBfDaVFLlaTJeYw,-0.4817
9710,70FHgxggijA_eSZgg2WGAQ,-0.162
9711,70fuG1ycydnmTumRH681wg,-0.6234
9712,70gJLmxxdwkbR6s_M5efsA,-0.3847
9713,70H8qmnZLYSjV4Aa5ypHqA,-0.6055
9714,70I5z_02e0-3_2acV3KweA,-0.3752
9715,70jFBPJs9xGQLqy_Q2KCfw,-0.6228
9716,70m83Td9fwhWlZPHFqyXgw,-0.9238
9717,70oC08RXh39RvQqam_6G9w,-0.1906
9718,70QD_1diC4FWJIUj8BZVWg,-0.7734
9719,70qY23okOPS04gpYWsEFUA,-0.8718
9720,70SRVILW8OD9iTZJi4SvAg,-0.8591
9721,70uq_bRU2sW_cxLSBciI_g,-0.8402
9722,70v9YW7baeQwmiq42NIQOA,-0.2134
9723,70wUTJGFqm-qI8x-K-ZytA,-0.7134
9724,70YwWocv-Am3k4g3U8-3lQ,-0.9102
9725,70Zw7KVQe-eP2_jNLy2CNQ,-0.8128
9726,711CSN_guDCp1eyd31PQWQ,-0.7717
9727,7121vD_maZvGvPB0vU8AkA,-0.4745
9728,71DQ-yX-Oov6aypYk9hWdQ,-0.9873
9729,71i3wyeV_Jx4SxFXhf-ixA,-0.4153
9730,71leyxn9ALp0Kkimwiq6oQ,-0.5594
9731,71Lkp3G1R9O4nMJUj-cMKA,-0.1628
9732,71njiIfJLOddQbWTw07Klg,-0.2057
9733,71nknqHEqAyr8CJ1JBWCUg,-0.3802
9734,71phUJVj3i_fQffGPAh2Ag,-0.9303
9735,71pWta5ZJTh_9smPzZ6mQQ,-0.2451
9736,71rvXl4FfiavJt7vPCin1A,-0.7326
9737,71W5TIpdUYxtFZqE9CZR4w,-0.8223
9738,71xjCq-gcHwRMsrxqeJ5Gg,-0.7545
9739,71ymUJreo7FHdtu2fcz_IA,-0.9658
9740,71_IHO_AjGWFOyNdfooTBw,-0.7424
9741,72-fj-gh8diqeSkY0RszFA,-0.8573
9742,72ge1k9c6Vm_WY_jn8sRUw,-0.4356
9743,72gg_A72codG5fVjrZt3CQ,-0.2606
9744,72JAzrAr534NzzRH2XobEA,-0.6306
9745,72JK3Y4xgzu0F6kVJLHYFQ,-0.2732
9746,72N1pASCNgbU77UGRP7Zxw,-0.8002
9747,72nvai_7v3Eegq04JDM8ZQ,-0.8886
9748,72o8d-jOtTAfa0lOzWm8Bg,-0.5875
9749,72pMCMEd0HeX-RBbfWMYkA,-0.6908
9750,72T2MgGlwQ1Oi0y69nbjuw,-0.5396
9751,72tlKfnB2o6GMIrLmHPvWQ,-0.8314
9752,72V35FGijteDZoAGNgre-w,-0.8402
9753,72YG-inFqUbWhHiE90P_lg,-0.2755
9754,72_xqKJB-LmC0ERQ5FvLAg,-0.4939
9755,732V5kmkbz-_9PK20HjGtA,-0.7269
9756,734QuebmCmj-dMjfe9P3sg,-0.8176
9757,73B82KKL_ggk0kSOONytzA,-0.9556
9758,73CVkT_S9DkOWQwpGxzqBw,-0.8313
9759,73eCY-a9QHZ9INMKZTVIMg,-0.6423
9760,73eONc_Y-5iY8dgj2AmP5w,-0.8733
9761,73gIVKWaxNVaO1akNDym0g,-0.8653
9762,73H6GO4uy4-2m9qwCjf1IA,-0.4767
9763,73iTBKY2bREVoB1qMn-7cw,-0.8063
9764,73jSNm90-MACQvXkHI8gMg,-0.6177
9765,73K6Q2A0cXo75DS965dOjQ,-0.8064
9766,73LeOr7_EcpZzEqULf0lug,-0.9661
9767,73mfkMhyhAVIcYWNrBvC4g,-0.8421
9768,73NZSLkenpnjI-0Yx8aXRA,-0.4641
9769,73S7Nn6hzs1-Sbcg53E38A,-0.5727
9770,73sF43B6WyxlVyVIH5ALiQ,-0.5086
9771,73SyHFaP7KLk2Q5XpbFz1g,-0.6249
9772,73UcAgEXfvWREKQcp7APGQ,-0.1578
9773,73v__wwMO939sllmaP2u6g,-0.7081
9774,73zkemS3nijuRr-4c8kJNg,-0.7875
9775,73_sICfchp3ZD49CxXZ4KA,-0.7935
9776,741TjWj0ZRPT7C2w7Cikuw,-0.8176
9777,743LNlaJYlDMXHkqiBbvLw,-0.885
9778,743pwCc6swUVrPt-DpaVhA,-0.4943
9779,746PuGabA_rppWJX7TRblw,-0.0877
9780,74dE7snbYStO2iI_K7UVQg,-0.5411
9781,74DlVpiHkSoMdppB7XjmbQ,-0.8397
9782,74HcU0coQiYAJl6AwMM9Eg,-0.7374
9783,74hqlcHG5JDC13dEgfqGdg,-0.4215
9784,74JfOjwK5M-ThdytXecXWw,-0.4094
9785,74JSopDdSdyEtdK9XnbFUg,-0.0454
9786,74xwJ2ILpGmIdfHXLFe0WA,-0.8718
9787,74z_hpY9Cx2if-UVhpBmOg,-0.7496
9788,756-5i-iFpjUNRmbzh1IUg,-0.2713
9789,75aiUOPOfdB_ZUTlD_N4Mg,-0.8674
9790,75BAN9LnPM-KAviS1qYPmw,-0.7669
9791,75ebD5BDRxglnWVzv6sVaQ,-0.9081
9792,75i6HYPnENmWTxBJcCwJaA,-0.5155
9793,75KqXygmeD2Y-ppA8kEorA,-0.8462
9794,75Lhztss3KMLVOAlIil_wg,-0.2023
9795,75m8jlqF-iLiINaIM-cHOg,-0.6249
9796,75N__avwEsUGFqNd3g1ahg,-0.6997
9797,75og_ERZvVTzhquHd4GPGg,-0.2029
9798,75oLBYA9WLgHFP1zDcK9WQ,-0.6436
9799,75pguwM5qk4jq8DWiLmO_g,-0.4019
9800,75qOOAnXw72-H5klzG0xYQ,-0.9468
9801,75S5Amsg0awH0RksOHy3jQ,-0.5106
9802,75sZ2wFtzlgYGwB4muxrfw,-0.3804
9803,762dQ-1YxJl-mknj7sSalQ,-0.802
9804,766A-mgE1EW6IvVoFscGQw,-0.9089
9805,767gYXIo_1Ok4ATHfYNapQ,-0.3071
9806,768iGf-OZbUBVCNc5NW_LQ,-0.6331
9807,76aKqwNon8N909inf0s55A,-0.8271
9808,76b6aF6KDqNW14hzuQ5upA,-0.8512
9809,76deHieUuI6BF2wfs9X3XQ,-0.7968
9810,76GJX2c4GPI8P5rDzfuh8A,-0.872
9811,76hU9IBnq9cbpinV2C2d-w,-0.6115
9812,76IsGiI8QcoFMepyDNnfuA,-0.4172
9813,76IU-A9O3v5584qzD2dD8w,-0.9441
9814,76JCL7nm1tt70JdbwU1m-Q,-0.4767
9815,76k8T80M0DMDr90g7SkHVg,-0.5005
9816,76LzpAlHgvY-PoOL4y888w,-0.9096
9817,76xzAANPW3p4m2UA2umuew,-0.875
9818,76YQTp0px4KMfDfU2vBCkQ,-0.6908
9819,76_eY3WqiJwLDfq5B9kGFg,-0.4215
9820,773wDDZr7WRvK_KW6yQANw,-0.5372
9821,776M2t_FZAmmk3aCcaofoA,-0.0088
9822,777VPt1WXIT44QzIdUI3Pg,-0.69
9823,77B3Aj7mKmmblDT6XHczDw,-0.9759
9824,77fFhNMc4kK1LZUYGdIimQ,-0.3048
9825,77hmi4PhYg9J0Nv8_lyIlw,-0.975
9826,77p3mNbvBM2lRA-kkkJmdA,-0.7116
9827,77PtV_4IT2Ql378FilXkmA,-0.4168
9828,77QDbmosyw-EcFPr04l1iQ,-0.4215
9829,77To9XkIAvK3dDIlH6LDZQ,-0.9536
9830,77uyJnKjsTry4t3Ny63jDQ,-0.9702
9831,77vyq7BxQ9QBRdys1W_aDg,-0.0422
9832,77XGn2dnT0HneTXSEHayPQ,-0.4031
9833,77_91Q4i8yswQhlhQp8vzg,-0.9601
9834,78-YNg9T3MfSC9wmKmUdGA,-0.5719
9835,789js_KwUqkYlu9xGDshXA,-0.2075
9836,78cAMiKdThTNCy_R3Lzi5w,-0.4153
9837,78cky9Vrri6Gxv6kKTwVDQ,-0.0869
9838,78err0tsgh40R5uxB6Jsbw,-0.3713
9839,78ewmIa3PFIf1wNE2J_2WQ,-0.0518
9840,78gKBnee0tCbObMlGI8p9g,-0.7081
9841,78JCMLtIbuST1itRmgCt9A,-0.4153
9842,78nmkyqoptuwSq_UVAomeQ,-0.1906
9843,78O9QDt0W5a8Gn12-c8hNw,-0.3111
9844,78SHqdJrb-skO8Qlh_a7_A,-0.3089
9845,78uB52E75ibUzAeXc0PzIw,-0.5101
9846,78uufsGqLlUUVH-7BLcu0w,-0.7096
9847,78wey4gn2fSmo3oieM7c9w,-0.9587
9848,78zG2g0buBnfX-mUN1gKdg,-0.927
9849,79cfhG61fdLusTapKet7Ww,-0.4228
9850,79eLIa8Brgo76ISTLfguRA,-0.4025
9851,79F86saplsG8YFFOGqJHvw,-0.4588
9852,79HLXUlss2V35lSMiKkd_g,-0.5199
9853,79hOTOuq9UGelfQSEE_RdA,-0.7408
9854,79i3ihd1uF9NIKbRrjd24Q,-0.6444
9855,79ijjtl0eUmkhiOJH19ZBQ,-0.296
9856,79jHN4XqFtiZcgEXRCc4rw,-0.9069
9857,79jPJ5U2cpTb8MJ7j0opBg,-0.8353
9858,79lSSodswIHRXPsP1qu80w,-0.446
9859,79lvPkemfsW7fAW8VuwK2g,-0.2084
9860,79M3QMVMOs7k4S_dApwMdg,-0.486
9861,79O_pB1qwV7NPY50uBnxjQ,-0.868
9862,79PMnVqzcRxJJt-JvSg_xg,-0.2514
9863,79PY5cyFy-nrMEqIhpndow,-0.6027
9864,79q-p-8QYThYVz1mhVkBoA,-0.7393
9865,79Qwwj_lk6Vi_1eWK9LhZA,-0.0371
9866,79tbbFch16Ix8H3qGpbU9A,-0.3612
9867,79t_0gfIHTwwLtLQqOD46g,-0.2023
9868,79UPvbDQXUsBVGBh0sH9MA,-0.033
9869,79Ux6kyQzdLIZjPXWG14WA,-0.6935
9870,79V0IofEVt8Sdpm7bgyifg,-0.2129
9871,79VQlZJn8TwBjUtWB3-Wfw,-0.7806
9872,79W-en8f-l4tJKOiZt1hmw,-0.2481
9873,79wlOV-o1_f_21ij1604JA,-0.836
9874,79yaUNAwdxOzUU3Ncf9UKA,-0.3365
9875,79YzzSmHLUv_7Nvk_ejShg,-0.5913
9876,7A1QdH4z5kiLwfX3u3TFyg,-0.6124
9877,7A2XP_ixA5SAq_aSkJm_Vw,-0.714
9878,7A7F1gnrwxeSABlEgBs3dw,-0.7351
9879,7Aahdl1jBIhGdq_YEma8nA,-0.7955
9880,7abTKrv-NQCfoLNcvcOd0g,-0.1547
9881,7aBwY83ZethofJ0XfCE1XQ,-0.908
9882,7ac8baZIMxFDiufgM3xdhw,-0.3948
9883,7adNuhKzWjffAWiuCU58Ig,-0.9125
9884,7adZ06Q4fGRJMOqSPJh7dQ,-0.8642
9885,7AGtX1xvAz4HqR4pzOr5EQ,-0.9363
9886,7aHh7JqyEx4kZIZAX28zEw,-0.3971
9887,7AiopSUcoyQjL6MGkMq71A,-0.7096
9888,7AixXyxFsu49IGjyqAkwEg,-0.8828
9889,7AjBo5LeUsFks5pzFgFv4g,-0.3182
9890,7AJpYBR3qQZGPBliR5N09w,-0.5674
9891,7ak1ftf9X8Fmo6HWJhLl9w,-0.4371
9892,7aLo0flPKSix9LxprI8aGQ,-0.7112
9893,7aLyk8-Rlyg-EMHSHskErA,-0.2096
9894,7an0BAA_pt1AidWBKPWBYA,-0.9273
9895,7aO60OO_Bj05Dy8KHCYTpw,-0.2223
9896,7AOAQsmWXOSzvvclcjUd8Q,-0.4557
9897,7aOJgfqLgdlMQEJjHqYsEQ,-0.2023
9898,7AopAz1YhIIkYhH_TJwVtg,-0.9469
9899,7AoXl2TOwk0ROtgt30GjAQ,-0.8941
9900,7arS_iY-OdPEmjwp957GDg,-0.5989
9901,7ASmOgJN7m2cKyUY_6ppow,-0.6697
9902,7ATVRtVcZgO8mYvAFVfQyg,-0.978
9903,7Av3BlBikhcGNaYQ8FTw9A,-0.91
9904,7avV2ciuevigf3Ra3IHcLA,-0.9394
9905,7AWFu-qY4227lIT6wP2iGQ,-0.296
9906,7Ax22yeZz0I7gAPezp9FVg,-0.2023
9907,7aX3-sCpC_45Ayaj7inZug,-0.0772
9908,7Ay9kkTZHBEub878KFwdJw,-0.954
9909,7AyDXA2G73Y-s41u7I6kAQ,-0.9496
9910,7aYhtIfZ9Q5MlifILKotUw,-0.9889
9911,7a_rg77nn_xa9ZBYDIU5yA,-0.183
9912,7B5CzvyvKhnpawGZW22TOA,-0.5267
9913,7B6efDizr6c5nljZjKrivg,-0.0531
9914,7B7Jvc2PkZMEoJR_rUNvZw,-0.128
9915,7bbza8o0usaB7cji85kb0w,-0.0965
9916,7BDhg4FU-3i7RGOvzo68wQ,-0.8205
9917,7bfBjnhbj-cgYv83gjMc0Q,-0.7514
9918,7bGdMxDvCsrhDQKssIoT1w,-0.3118
9919,7BhKhF5s1gaERB9rJSD3Yw,-0.9199
9920,7BIt38O1SXhAp8MaGYL4CQ,-0.4767
9921,7bJ719smwldfC8A3JPD63Q,-0.3382
9922,7Bjg3ZZWAEDlx13IZHA9XQ,-0.7935
9923,7BJxpBp5Qhpbu9hGkHojVg,-0.8284
9924,7bM9xyahwyBsQGxCScVOSA,-0.1989
9925,7BoXktUj7NO5lgiTTfF-Eg,-0.6124
9926,7bp69vAxifQEbKN0vNkgfg,-0.1779
9927,7BqB6HL5wZJYS0IaPVTjaQ,-0.3313
9928,7bqqpESQyj5YAcofNZ31yw,-0.226
9929,7BsgU_iErUwfPRqQV-M4zg,-0.2263
9930,7Bsh06D6JAMOpJmBOZPFsA,-0.3365
9931,7bt1FxbyWRpXahNu7vfIfA,-0.3118
9932,7bTE4Ii0RY4EN5ZhdTHoDg,-0.4767
9933,7btnyEK6Vxm4IrtmZsI-3w,-0.4817
9934,7bUEeZM9FrKKHHa-NrZiKw,-0.6691
9935,7BUisnV9ZNHUbh2v_4yEAQ,-0.8316
9936,7bwEbtOAzS_ow64Nl3xzJw,-0.7639
9937,7bwHqbFhhppM5MtqH0Sk-w,-0.1154
9938,7bZ4RsB_WFDhcSfwJVocfA,-0.3929
9939,7bZzTVwfhpdLT2OpRruqgg,-0.9313
9940,7b_cnOnxeBqahTEsdanekg,-0.1306
9941,7B_P3Y8k976qkWUnqMn7og,-0.815
9942,7C-sHjll_9ePNWbjeFu9yg,-0.805
9943,7c-Wa91Mi_Z15ep44b-VEQ,-0.8271
9944,7C2sZXD2mIPloIVETdeidA,-0.1604
9945,7C2WJ_3NDpvkVGB3LxreuQ,-0.0074
9946,7C3mUPCH6VAcDXrA79z8wA,-0.6873
9947,7C4M8k5S3gFXSM85G2dbkA,-0.8047
9948,7c7ProThcsAEGqT5QShJsA,-0.0461
9949,7c8E-hxnI1WZmv0Ju4EwdA,-0.3182
9950,7c9csijn2sZQdD1cnY1hyQ,-0.2396
9951,7cAYXwEjcsJXi7i9kcWCvQ,-0.8915
9952,7cBuOnPgQEepIHcUO0rXaA,-0.4174
9953,7cdA4-3uyAh5QLI13FxBGg,-0.0644
9954,7ceUFbD0j7p9uvX-PDw4qQ,-0.848
9955,7cftMu0orH8ZBTuhwho7Ag,-0.9453
9956,7cfyY7UU4vVTroQ-N8OULQ,-0.4678
9957,7CGaa2ef_yuxmXEEQhWLNw,-0.9338
9958,7cGw78DjelczI5qwhTLEGQ,-0.5267
9959,7ch_HzYAN66r4aEZAxdLqw,-0.6739
9960,7cIuu9pNsXM5Mz3zCz0qzQ,-0.1531
9961,7CJjeeAvXUBrRfwHikRJPA,-0.9876
9962,7CNGq1FcBjRAjaWftrn4xA,-0.948
9963,7CNsVdqNomOjwZpmTuPtXA,-0.4767
9964,7CoCSBVqY-ZJaRqQorjyPw,-0.5372
9965,7cpequ4pQe7j6UFNxQ8Ckg,-0.8951
9966,7CP_Pb_Z1qayGDICCxoHHQ,-0.0644
9967,7cQUOMUc48FD7pvhvVs5Fg,-0.0754
9968,7CR6ufHoFz8sJPGg32QrRw,-0.6309
9969,7cSuaXWs-YlWaM_Zr5HYXA,-0.2023
9970,7cTGPwPPE5AZ0PmiAt0gRA,-0.9667
9971,7CtkN8APVUa8lgcbuZ2v3w,-0.8442
9972,7CvNs9owZVgRMCprtdT_ww,-0.5927
9973,7cVU5TSRkgO0qWzcxT8jKA,-0.7163
9974,7cvxuRZThz4pv9Z5o8I6VA,-0.9216
9975,7cxOZI6ffo0UIdB7wOuMJg,-0.3164
9976,7cXU4WJ7X6k3K2lPRBcgSQ,-0.9432
9977,7CylvsAXi7srhrl0_gwjPA,-0.3459
9978,7cZwDcZbMswVDiOnUhA9Ow,-0.5994
9979,7C_Eatzqa9wM0Wb0CHq58w,-0.45
9980,7D-eo4LGyu8Rk9-foNStDg,-0.5339
9981,7d0nH1erKeHpr5YC0sfZOg,-0.6369
9982,7d0qMC6GBpe5RkmNUXYr2Q,-0.532
9983,7d0yGgaiUSly6j1-1Z5Pvw,-0.1548
9984,7D2AzLforGeGxH2PC3Vn4g,-0.6924
9985,7D4GESKnmWxFq5E-xKVZxg,-0.7989
9986,7d4gxjgBBcgmghpTzQwRrQ,-0.8017
9987,7d8vuKBz69wndM5od0iDVA,-0.6212
9988,7Darkz2jq1cBnKk-V4styw,-0.7482
9989,7DcgYjTxWNcQRy9QnHOA9A,-0.969
9990,7DcIDOdOVBFyFiNIJGDpcQ,-0.2617
9991,7DCV1Q33ukJojgk6VVS6kw,-0.5734
9992,7ddIDkr1D25nb4V3aDBOhw,-0.3178
9993,7DdZhjQfMZoU_7JZyukhxQ,-0.7622
9994,7DeaMWrv7PR8RqXR2LtFFg,-0.5704
9995,7DF2ZAUz0uDXnqKopqGmsg,-0.5514
9996,7dgJiakYL3zXvXiFEQ_25A,-0.8336
9997,7dGU4lcUd3XpL5U-iFmwbA,-0.3438
9998,7DHj741pFSWseShbtFHl7w,-0.6901
9999,7dhXhh4fT3p42QyqVuoLDA,-0.4767
10000,7dI27vP5UHb9vqmLHmnSZQ,-0.4199
10001,7diI3bh58XfKCJ8CGQYzmQ,-0.9663
10002,7Dij2Jn4XHgd18_1Dm0WGg,-0.9635
10003,7dj7mur-GeUzMBcpRSC2og,-0.8402
10004,7dJfVS88aCTyHcvG-JGJ1A,-0.9341
10005,7DnGR8iTSjsJ3_US2kEc5g,-0.9838
10006,7dri2nIU1YmhsUSoYRDswQ,-0.3827
10007,7DSBim_jHbHIEaWChAPXGQ,-0.8772
10008,7dT8S9YWGH3nfDtClMI9vQ,-0.6835
10009,7dtE-sasUTMBLt_o6ZLCew,-0.7887
10010,7dTFA5nrrs7sS1izrAgOZw,-0.428
10011,7DTMe0XAWEbM9OafWNDqvg,-0.5216
10012,7Dx9Bh_zhpnOr8pOQOcoig,-0.7814
10013,7DXPhPFZ2z_VGtojIPJL2g,-0.5719
10014,7dyil0urCLnaI9wrpt-adQ,-0.9434
10015,7DyKEMd-oqFje_MsP9M0gw,-0.4588
10016,7DZWLIf9u6Pc1JvFKOIEYQ,-0.122
10017,7d_tkvI0syLpw6zh7lohvw,-0.9206
10018,7E-pDRATfgLChj_oxZU2pg,-0.9398
10019,7e1V2Xm-Vs_7xHdKe4TKMA,-0.5574
10020,7E1y-iltsjEcEIoqPR2VRw,-0.4767
10021,7e33UhAT8ECouNHdU3YOSg,-0.2741
10022,7E3Bo8zfTnCDkZWgedzqPw,-0.9493
10023,7e6DKowSxNH1yxkJShZRHQ,-0.877
10024,7E6zwdPytO_CuIP-eoh90w,-0.0516
10025,7e7VHzzKFBbLRe-eblq1tA,-0.8896
10026,7E89RtgdP4quTP9_qR5YNA,-0.6812
10027,7e9-FZtO7950YdcqiR_Bvg,-0.9619
10028,7E9UVAO7lw6-kF3LeeTcUA,-0.1489
10029,7EafmiZM1GS8GDVtjmXlkQ,-0.4567
10030,7EbYn6PHWUUoz9p1dWlIsg,-0.0683
10031,7ed_3iBxn1ewdh-i3-GRiQ,-0.7592
10032,7EgEjUpcb8q-B5dPCMvkaQ,-0.792
10033,7egioG-WvG9HjKSUxpMuqQ,-0.1531
10034,7ejnER1EGXRFtN5El_RJDg,-0.4404
10035,7eKztwP-wZjwNAAHWCWhew,-0.5577
10036,7eL-6uSWYYNFhn-1Zjtz4Q,-0.4199
10037,7El6qY9HnTpS5glJqhKcpQ,-0.9842
10038,7ELqi6hboEzPD7HPyxC1iw,-0.5267
10039,7eN15DyQaa8D1PGijoYKgQ,-0.9767
10040,7EnScgSjGQTKDV72Qlhlqg,-0.9715
10041,7EpAeBYbFIoQ3P7dJn6psg,-0.128
10042,7ev9zL_aiIjV4lPizy-uCA,-0.0399
10043,7evvVcXSr3fj_H7JKSMVwQ,-0.8653
10044,7ewrKauJzH_idblx7tB6Ow,-0.6705
10045,7ewYLy4o9_Gb3GRGmZFWEg,-0.6038
10046,7Ez5o75r9EG7tNF9Fj09Dw,-0.9401
10047,7eZaqshc7mvvbi8PgWhKKQ,-0.4111
10048,7f-vgbrPvIM-LOo5SNTXNA,-0.0757
10049,7f0Z9Mhm4dZxn4NoiKKIrA,-0.7003
10050,7f5gwCkCVJQcV35V2mQb1Q,-0.6801
10051,7f7zUb2xOdNpscnQaigqLA,-0.5494
10052,7F9-uhPT3OXYWoXDv3N7mQ,-0.0772
10053,7F92CgobnIPZ1Egs3H6VZw,-0.765
10054,7FBZUKk1j0UoUvrpxx-FLQ,-0.765
10055,7FDS6kcH8l6A6pPCVDZTrQ,-0.9101
10056,7FFmhBSrFwyF0CarD6VliQ,-0.2008
10057,7fFZWPHXgFXEaBzxXbwhSg,-0.7178
10058,7fIAmhXO6RszLTEmZee3vQ,-0.7007
10059,7FiRkPhiMcBEXqfCM_b8DA,-0.4442
10060,7Fj0lEytspRkzWbrUAbzbw,-0.8588
10061,7FjaEoXKf4N96VxOQf-yCQ,-0.8439
10062,7fJxzVxN5RpGOrrdJQ7XwA,-0.4703
10063,7fKkWuh7aqkkPjIHihgpFg,-0.3753
10064,7fKlmvbnr3FWOY2lon25iQ,-0.5423
10065,7fm5zf6GKa6KsU8Tz1kh_A,-0.2846
10066,7FNtLvk-oy8X-9eHVVIs9A,-0.6192
10067,7fPl5OUzyaD6CPQZWXB9Dw,-0.6526
10068,7FqdTQxBPIPQUwf64rKuCA,-0.705
10069,7fQk0Tf96l_d8qVg8ZZt5w,-0.8658
